Title,Company,Location,Salary,Source,Category
Business Sales Executive (BSE),"Fulcrum Pvt Ltd, All Cities, Pakistan","Fulcrum Pvt Ltd,",N/A,Rozee,Sales Executive
Software Sales Executive (2026),"Naseeb Enterprise Inc, All Cities, Pakistan","Naseeb Enterprise Inc,",N/A,Rozee,Sales Executive
Senior Executive – Sales,"Naseeb Enterprise Inc, Karachi, Pakistan","Naseeb Enterprise Inc,",N/A,Rozee,Sales Executive
Outdoor Sales Executive,"Five Star, Multiple Cities, Pakistan","Five Star,",N/A,Rozee,Sales Executive
Sales Executive - Medical/Surgical Disposables,"verizon, Karachi, Pakistan","verizon,",N/A,Rozee,Sales Executive
Sales Executive - Medical/Surgical Disposables,"verizon, Lahore, Pakistan","verizon,",N/A,Rozee,Sales Executive
Sales Executive,"CodeHex Solutions, Multiple Cities, Pakistan","CodeHex Solutions,",N/A,Rozee,Sales Executive
FX Sales Executive,"Cedar Technologies, Jhelum, Pakistan","Cedar Technologies,",N/A,Rozee,Sales Executive
Technical Sales Executive,"Overseas Enterprises, Lahore, Pakistan","Overseas Enterprises,",N/A,Rozee,Sales Executive
Sales Executive,"Thinkon, Karachi, Pakistan","Thinkon,",N/A,Rozee,Sales Executive
Telesales/Sales Executive,"D Legal Immigration Solicitors LLP, Lahore, Pakistan","D Legal Immigration Solicitors LLP,",N/A,Rozee,Sales Executive
Sales Executive - Central,Roshan Packages Limited,Lahore,N/A,Indeed,Sales Executive
Sales and Support Executive,Al Habib Travel Ltd,Lahore,N/A,Indeed,Sales Executive
Executive – Sales & Marketing,HUM Network Limited,Islamabad,N/A,Indeed,Sales Executive
B2B Sales Executive,Adroit Accountax Pvt Ltd,Lahore,N/A,Indeed,Sales Executive
Sales Executive,"Jab We Wed, Inc",Pakistan,N/A,Indeed,Sales Executive
Sales Executive,Kamstec International,Quetta,N/A,Indeed,Sales Executive
Sales Executive,Gray Mines,Karachi Clifton,N/A,Indeed,Sales Executive
Sales Executive - Sukkur,Atlas Battery Limited,Sukkur,N/A,Indeed,Sales Executive
International Sales Executive,Confidential,Karachi Shahra-E-Faisal,N/A,Indeed,Sales Executive
,,,N/A,Indeed,Sales Executive
Sales QA Executive,Logicose,Karachi Shahra-E-Faisal,N/A,Indeed,Sales Executive
Field Sales Executive – HD Putty,The-Hiring,Rahim Yar Khan,N/A,Indeed,Sales Executive
Sales Executive - International B2B Sales,Innoconnect Technologies,Karachi,N/A,Indeed,Sales Executive
Sales Executives (SE),United Bank Limited Pakistan,Rawalpindi,N/A,Indeed,Sales Executive
Sales Manager,Trax courier & Logistics,Multan Gpo,N/A,Indeed,Sales Executive
SALES EXECUTIVE (Banking Side),Aice,Jhelum,N/A,Indeed,Sales Executive
Area Sales Manager,foodpanda,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Sales Executive
Sr Territory Sales Manager Lahore,PepsiCo,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Key Account Manager,Prime System Solutions,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Area Sales Manager - Peshawar,Reckitt,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Sales Executive
Territory Sales Manager - Mardan,FrieslandCampina,"Peshawar, Khyber Pakhtunkhwa, Pakistan",N/A,LinkedIn,Sales Executive
Area Sales Manager,Shan Foods Private Limited,"Jhelum, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Key Account Manager,Prime System Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Sales Executive
Inside Sales Manager,ExcelR Solutions - Bangalore,"Hyderabad, Sindh, Pakistan",N/A,LinkedIn,Sales Executive
Inside Sales Manager (ISM),ExcelR Solutions - Bangalore,"Hyderabad, Sindh, Pakistan",N/A,LinkedIn,Sales Executive
Area Sales Manager - Mardan,Telenor Pakistan,"Mardān, Khyber Pakhtunkhwa, Pakistan",N/A,LinkedIn,Sales Executive
"Sales Executive (Onsite, Karachi, PKR Salary)",HR POD Careers,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Sales Executive
Assistant Manager Sales,Everllence,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Area Sales Manager,BYD Pakistan,"Islāmābād, Pakistan",N/A,LinkedIn,Sales Executive
SAP Executive SD (Sales & Distribution),Descon Engineering Limited,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Assistant Sales Manager,Zameen.com,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Field Sales Executive,Coca-Cola CCI,"Rahim Yar Khan District, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Senior Sales Manager,SUPCON,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Sales Executive
Territory Sales Executive - Karachi,Hayat,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Sales Executive
Grid Manager / Area Sales Manager,Zong CMPak Ltd,"Karachi Division, Sindh, Pakistan",N/A,LinkedIn,Sales Executive
Regional Business Manager - Sales,Telenor Pakistan,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Sales Executive
Sr. Territory Sales Manager- Sargodha SD,Mondelēz International,"Sargodha, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Assistant Sales Manager,Zameen.com,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
"Senior Sales Executive (Onsite, Karachi, PKR Salary)",HR POD Careers,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Sales Executive
Regional Sales Manager - Mirpurkhas,Syngenta,"Hyderabad, Sindh, Pakistan",N/A,LinkedIn,Sales Executive
Sales Support Executive,DP World,"Sialkot, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Key Account Manager - Central,Hayat,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Senior Sales Executive,Zameen.com,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Manager (Account Executive) - Merchant Sales and Acquiring - Pakistan,Visa,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Sales Executive
Sales Development Manager (Pakistan),brightwheel,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Sales Executive
Area Sales Manager - Quetta,Nestlé,"Quetta, Baluchistan, Pakistan",N/A,LinkedIn,Sales Executive
Field Sales Executive,The Careers Factory,"Gujranwala, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
"Sales Executive (Onsite, Lahore, PKR Salary)",HR POD Careers,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Manager Sales & Distribution,Telenor Pakistan,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Sales Executive
Enterprise Account Executive - North America,Devsinc,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
"SMB Account Executive, Outbound Sales",Motive,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
SMB Account Executive - Outbound Sales,Motive,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Sales Executive,Suave Solutions,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Sales Executive,Trade W,Pakistan,N/A,LinkedIn,Sales Executive
"Commercial Account Executive, Outbound Sales",Motive,Pakistan,N/A,LinkedIn,Sales Executive
Area Sales Manager - Institutional Sales,Bata India Limited,"Hyderabad, Sindh, Pakistan",N/A,LinkedIn,Sales Executive
Key Account Executive Enterprise Solution Sales,PTCL.Official,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Sales Executive
Sales Executive,VideosGeeks,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Grid Manager / Area Sales Manager,Zong CMPak Ltd,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Territory Sales Manager,EBM,"Jhang, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Manager Regional Sales SME,Ufone 4G,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Sales Executive
Executive Sales Representative,MB Group,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Sales Executive
Corporate Sales Manager - Bykea Technologies,Taraki,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Executive Sales Representative,MB Group,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Sales Executive
Inside Sales Executive,PakWheels.com,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Territory Sales Manager,EBM,"Ahmadpur East, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Assistant Manager Sales,DP World,"Sialkot, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Regional Sales Manager - Islamabad / Rawalpindi /North,RECH INTERNATIONAL,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Sales Executive
Key Account Manager - Trade OOS,METRO Pakistan (Pvt) Limited,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Sales executives,Address Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Sales Executive
Territory Sales Manager,InfoTech Group,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Sales Executive
Assistant Manager Sales,Oxford University Press,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Sales Executive
Sales Executive,BG Digit,"Rawalpindi, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Remote Account Executive,Huzzle.com,Pakistan,N/A,LinkedIn,Sales Executive
Sales Head - North,Inbox Business Technologies,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Sales Executive
Senior Sales Manager,DADA Groups,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Key Account Manager - Central,Hayat,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Senior Sales Executive,Zameen.com,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Manager (Account Executive) - Merchant Sales and Acquiring - Pakistan,Visa,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Sales Executive
Sales Development Manager (Pakistan),brightwheel,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Sales Executive
Area Sales Manager - Quetta,Nestlé,"Quetta, Baluchistan, Pakistan",N/A,LinkedIn,Sales Executive
Field Sales Executive,The Careers Factory,"Gujranwala, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
"Sales Executive (Onsite, Lahore, PKR Salary)",HR POD Careers,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Manager Sales & Distribution,Telenor Pakistan,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Sales Executive
Enterprise Account Executive - North America,Devsinc,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
"SMB Account Executive, Outbound Sales",Motive,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Sales Executive
Digital Marketing Project Manager,"Naseeb Enterprise Inc, Lahore, Pakistan","Naseeb Enterprise Inc,",N/A,Rozee,Project Manager
Project Manager,"Hyberstack, Karachi, Pakistan","Hyberstack,",N/A,Rozee,Project Manager
Project Operations Manager,"PrimeStaff Group, Multan, Pakistan","PrimeStaff Group,",N/A,Rozee,Project Manager
Project Sales Manager - Lighting Solutions,"Agay Barho, Islamabad, Pakistan","Agay Barho,",N/A,Rozee,Project Manager
Project Manager,"Shifa Foundation, Rawalpindi, Pakistan","Shifa Foundation,",N/A,Rozee,Project Manager
Assistant Project Manager,"Construct BPO, Lahore, Pakistan","Construct BPO,",N/A,Rozee,Project Manager
Project Manager,"Contour Software, Lahore, Pakistan","Contour Software,",N/A,Rozee,Project Manager
Project Manager,"Naseeb Enterprise Inc, Islamabad, Pakistan","Naseeb Enterprise Inc,",N/A,Rozee,Project Manager
Project Manager,"Naseeb Enterprise Inc, Lahore, Pakistan","Naseeb Enterprise Inc,",N/A,Rozee,Project Manager
Project Manager,"Naseeb Enterprise Inc, Lahore, Pakistan","Naseeb Enterprise Inc,",N/A,Rozee,Project Manager
Technical Project Manager,"Contour Software, Lahore, Pakistan","Contour Software,",N/A,Rozee,Project Manager
Project Manager,"Helpdesk Automate, Karachi, Pakistan","Helpdesk Automate,",N/A,Rozee,Project Manager
Project Manager Fibre Teleco,"Cosmic Engineering Consultant, Islamabad, Pakistan","Cosmic Engineering Consultant,",N/A,Rozee,Project Manager
Enterprise Project Manager,"Naseeb Enterprise Inc, All Cities, Pakistan","Naseeb Enterprise Inc,",N/A,Rozee,Project Manager
Technical Project Manager,"Naseeb Enterprise Inc, All Cities, Pakistan","Naseeb Enterprise Inc,",N/A,Rozee,Project Manager
Technical Project Manager,"Naseeb Enterprise Inc, All Cities, Pakistan","Naseeb Enterprise Inc,",N/A,Rozee,Project Manager
Assistant Project Manager,"Naseeb Enterprise Inc, All Cities, Pakistan","Naseeb Enterprise Inc,",N/A,Rozee,Project Manager
Project Manager 2,"Naseeb Enterprise Inc, Islamabad, Pakistan","Naseeb Enterprise Inc,",N/A,Rozee,Project Manager
Senior Technical Project Manager,"Contour Software, Lahore, Pakistan","Contour Software,",N/A,Rozee,Project Manager
Project Manager,"Progressive Multi Engineers Pvt Ltd, Bhalwal, Pakistan","Progressive Multi Engineers Pvt Ltd,",N/A,Rozee,Project Manager
Project Manager (Part-Time),Kidtastic Learning,Kidtastic Learning,N/A,Rozee,Project Manager
Looking for Social Media and Project Manager for an international educational fr,Kidtastic Learning,Kidtastic Learning,N/A,Rozee,Project Manager
Project Manager,Spiralyze,Pakistan,N/A,Indeed,Project Manager
Project Manager,CODE Informatics,Pakistan,N/A,Indeed,Project Manager
,,,N/A,Indeed,Project Manager
Project Manager,RS Welfare Foundation,Pakistan,N/A,Indeed,Project Manager
Building Construction Project Manager,Karvel Consulting,Karachi,N/A,Indeed,Project Manager
Project Manager,Folio3 Software,Pakistan,N/A,Indeed,Project Manager
Project Manager,Digital SkyNet,Islamabad,N/A,Indeed,Project Manager
URGENT: PROJECT MANAGER (Onsite/Remote),WorkStaff360,Islamabad,N/A,Indeed,Project Manager
Assistant Project Manager,Government of Punjab,Lahore,N/A,Indeed,Project Manager
Senior Project Manager,Folio3 Software,Pakistan,N/A,Indeed,Project Manager
Project Manager (Dev),ALADDINB2B INC,Pakistan,N/A,Indeed,Project Manager
Construction Project Manager,Zain Saad Construction,Narowal,N/A,Indeed,Project Manager
Advertisement – Anticipated Project Positions (Sindh),Agribusiness Support Fund,Sindh,N/A,Indeed,Project Manager
Client Success Manager,OneWorld Rental - Global Technology Hire,Rawalpindi,N/A,Indeed,Project Manager
Junior Project Manager,Lucid Web Solutions,Islamabad,N/A,Indeed,Project Manager
Manager Operations & Client Relations,High Street Resources,Lahore,N/A,Indeed,Project Manager
Project Lead,Shan Foods Private Limited,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Project Manager
Project Manager,Descon,"Punjab, Pakistan",N/A,LinkedIn,Project Manager
Project Coordinator,Jeeny,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Project Manager
Project Coordinator,Devsinc,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Project Manager
Senior Project Manager - Remote - Pakistan,FullStack,Pakistan,N/A,LinkedIn,Project Manager
Program Manager - II,Pakistan Single Window (PSW),"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Project Manager
Associate Project Manager,Flatgigs,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Project Manager
Senior Manager / Manager - Enterprise Project Management Office (EPMO),Dollar Industries (PVT) Limited.,"Karachi Division, Sindh, Pakistan",N/A,LinkedIn,Project Manager
Project Coordinator - Hybrid,TechSurge Inc,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
IT Project Manager,Systems Limited,"Karachi Division, Sindh, Pakistan",N/A,LinkedIn,Project Manager
Project Manager,Datamatics Technologies,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Associate Technical Project Manager,Devsinc,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Project Manager
Project Manager,Flatgigs,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Project Manager
Senior Project Manager,Convo,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Junior Technical Project Coordinator,Dubizzle Labs,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Project Manager
Project Manager,XTIUM,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Project Manager III,Motive,Pakistan,N/A,LinkedIn,Project Manager
Senior Manager - Software PMO,ibex,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Project Manager - Delivery Head,Flatgigs,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Project Manager
Senior Project Manager - Banking Software,VeriPark,Pakistan,N/A,LinkedIn,Project Manager
Project Coordinator Job Opening | Webnet Pakistan,Webnet Pakistan Pvt Ltd,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Project Manager
Project Manager,Spiralyze,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Project Manager
Project Coordinator,WADIC,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Project Manager
Project Manager,Osol,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Project Manager
Technical Project Manager,Creative Chaos,Pakistan,N/A,LinkedIn,Project Manager
Technical Project Manager,Systems Limited,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Project Manager
Project Manager III- Support,Motive,Pakistan,N/A,LinkedIn,Project Manager
Project Manager III- Services,Motive,Pakistan,N/A,LinkedIn,Project Manager
Project Manager 1,Zones IT Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Project Manager III - Solutions,Motive,Pakistan,N/A,LinkedIn,Project Manager
Project Coordinator,Zones IT Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Project Coordinator,Zones IT Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Project Manager 1,Zones IT Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Project Coordinator,Zones IT Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Project Coordinator,Zones IT Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Project Coordinator,Zones IT Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
"Program Manager – Enterprise Platforms (Onsite, Karachi, PKR Salary)",HR POD Careers,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Project Manager
Project Coordinator,Zones IT Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Project Manager,Abacus,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Project Manager
Project Manager 1,Zones IT Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Project Manager 1,Zones IT Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Project Manager 1,Zones IT Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Project Coordinator,Zones IT Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
PROJECT MANAGER,Elite Steel,"Rawalpindi, Punjab, Pakistan",N/A,LinkedIn,Project Manager
Project Manager 2,Zones IT Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Project Manager 2,Zones IT Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Project Coordinator,Captain Jay's,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Project Manager
Associate Project Manager,WADIC,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Project Manager
Senior Technical Project Coordinator,Dubizzle Labs,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Project Manager
Technical Project Manager,10Pearls,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Project Manager
Project Manager 2,Zones IT Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Project Manager 2,Zones IT Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Technical Project Manager,Creative Chaos,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Project Manager
"Manager, PMO UK & EMEA",Zones IT Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Management Trainee Officer,Abacus,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Manager PMO,Zones IT Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
SENIOR IT PROJECT MANAGER - JIRA,ITC Worldwide,"Lahore, Punjab, Pakistan",N/A,LinkedIn,Project Manager
Technical Project Manager,Systems Limited,"Punjab, Pakistan",N/A,LinkedIn,Project Manager
Manager Projects,Ingredion Incorporated,"Jarānwāla, Punjab, Pakistan",N/A,LinkedIn,Project Manager
Technical Project Manager,Creative Chaos,Pakistan,N/A,LinkedIn,Project Manager
Technical Project Manager,Systems Limited,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,Project Manager
Project Manager III- Support,Motive,Pakistan,N/A,LinkedIn,Project Manager
Project Manager III- Services,Motive,Pakistan,N/A,LinkedIn,Project Manager
Project Manager 1,Zones IT Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Project Manager III - Solutions,Motive,Pakistan,N/A,LinkedIn,Project Manager
Project Coordinator,Zones IT Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Project Coordinator,Zones IT Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Project Manager 1,Zones IT Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Project Coordinator,Zones IT Solutions,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,Project Manager
Assistant Manager Human Resource,"Naseeb Enterprise Inc, Karachi, Pakistan","Naseeb Enterprise Inc,",N/A,Rozee,HR Manager
HR Manager,"Naseeb Enterprise Inc, All Cities, Pakistan","Naseeb Enterprise Inc,",N/A,Rozee,HR Manager
HR Manager,"SiliconWhiz, Lahore, Pakistan","SiliconWhiz,",N/A,Rozee,HR Manager
Assistant Manager – HR,"HRSI, Karachi, Pakistan","HRSI,",N/A,Rozee,HR Manager
HR Manager,"Naseeb Enterprise Inc, Lahore, Pakistan","Naseeb Enterprise Inc,",N/A,Rozee,HR Manager
HR Manager,"Brothers Production Pvt. Ltd, Sialkot, Pakistan","Brothers Production Pvt. Ltd,",N/A,Rozee,HR Manager
HR Manager,"Work Together, Lahore, Pakistan","Work Together,",N/A,Rozee,HR Manager
Manager HR Operations,"Naseeb Enterprise Inc, Lahore, Pakistan","Naseeb Enterprise Inc,",N/A,Rozee,HR Manager
HR Manager,"Bexta Solutions LLC, Lahore, Pakistan","Bexta Solutions LLC,",N/A,Rozee,HR Manager
Assistant Manager HR/Admin,"Zam Software Solutions, All Cities, Pakistan","Zam Software Solutions,",N/A,Rozee,HR Manager
HR Manager - UAE Expereince,"Naseeb Enterprise Inc, All Cities, Pakistan","Naseeb Enterprise Inc,",N/A,Rozee,HR Manager
BD & Sales Manager,"HR WAYS (PRIVATE) LIMITED, Karachi, Pakistan","HR WAYS (PRIVATE) LIMITED,",N/A,Rozee,HR Manager
Admin & HR Manager,"Golden Ace Foods, Kasur, Pakistan","Golden Ace Foods,",N/A,Rozee,HR Manager
"Assistant Manager, Human Resources","Toyota Walton Motors, Lahore, Pakistan","Toyota Walton Motors,",N/A,Rozee,HR Manager
HR Manager,"Brothers Production Pvt. Ltd, Sialkot, Pakistan","Brothers Production Pvt. Ltd,",N/A,Rozee,HR Manager
Executive Assistant Manager OD-HR,"Kohinoor Textile Mills Private Limited,","Kohinoor Textile Mills Private Limited,",N/A,Rozee,HR Manager
Assistant Manager Payroll HR Rewards,"Naseeb Enterprise Inc, All Cities, Pakistan","Naseeb Enterprise Inc,",N/A,Rozee,HR Manager
HR Manager,"Tag - The Alpha Group, Karachi, Pakistan","Tag - The Alpha Group,",N/A,Rozee,HR Manager
HR Manager,"Zikar Sports, Sialkot, Pakistan","Zikar Sports,",N/A,Rozee,HR Manager
"Manager, HR & Admin","Real Land Management, Islamabad, Pakistan","Real Land Management,",N/A,Rozee,HR Manager
HR Manager,AEG Consulting,Karachi Clifton,N/A,Indeed,HR Manager
"Manager, HR",Dignosco,Lahore,N/A,Indeed,HR Manager
Assistant Manager - HR,BMA Investment Advisors Ltd.,Lahore,N/A,Indeed,HR Manager
,,,N/A,Indeed,HR Manager
HR Manager,TECH BPO PRIVATE LIMITED,Punjab,N/A,Indeed,HR Manager
HR Manager,Blue Kit Tech Pvt. Limited,Islamabad,N/A,Indeed,HR Manager
HR Manager,TT Technologies pvt Ltd (PhoneCase.pk),Islamabad E-11,N/A,Indeed,HR Manager
HR & Payroll Manager (U.S. Operations),Virtelligence,Islamabad,N/A,Indeed,HR Manager
HR Manager,MGC Freight,Lahore Bahria Town,N/A,Indeed,HR Manager
Deputy Manager HR,Diputech,Lahore,N/A,Indeed,HR Manager
HR Manager,HR POD,Lahore Bahria Town,N/A,Indeed,HR Manager
HR Manager,CODESWIFT PRIVATE LIMITED,Shams Abad,N/A,Indeed,HR Manager
Assistant HR Manager,LimeoX LLC,Sargodha,N/A,Indeed,HR Manager
HR Manager,IR Solutions,Islamabad,N/A,Indeed,HR Manager
HR Manager,HZA SMC PVT LTD,Lahore,N/A,Indeed,HR Manager
Human Resources Manager,Imaan Nur Institute,Pakistan,N/A,Indeed,HR Manager
Human Resources Generalist,McKinsey & Company,"Karāchi, Sindh, Pakistan",N/A,LinkedIn,HR Manager
General Manager Human Resources,Airblue,"Islāmābād, Pakistan",N/A,LinkedIn,HR Manager
Human Resources Manager,Vertex IT Solutions,"Lahore, Punjab, Pakistan",N/A,LinkedIn,HR Manager
Deputy Manager – People Experience & Culture,Descon Engineering Limited,"Lahore, Punjab, Pakistan",N/A,LinkedIn,HR Manager
Assistant Manager Talent & Culture,Mobilink Bank,"Islāmābād, Pakistan",N/A,LinkedIn,HR Manager
Manager Administration and HR (Factory),Crescent Steel and Allied Products Limited,"Sargodha Division, Punjab, Pakistan",N/A,LinkedIn,HR Manager
depty manager HR,Engi plastic industries pvt ltd,"Lahore, Punjab, Pakistan",N/A,LinkedIn,HR Manager
"HR Manager (Onsite, Lahore, PKR Salary)",HR POD Careers,"Lahore, Punjab, Pakistan",N/A,LinkedIn,HR Manager
HR Generalist,IDR,"Lahore, Punjab, Pakistan",N/A,LinkedIn,HR Manager
Deputy Manager HR People Services,Pakistan Single Window (PSW),"Karāchi, Sindh, Pakistan",N/A,LinkedIn,HR Manager
HR Lead,Bureau Veritas,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,HR Manager
Human Resources Lead,SkyLabs AI,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,HR Manager
Assistant Manager Human Resources,Zameen.com,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,HR Manager
Senior Executive People Success,10Pearls,"Lahore, Punjab, Pakistan",N/A,LinkedIn,HR Manager
HR Team Manager,Kindle Hub,"Bahawalpur, Punjab, Pakistan",N/A,LinkedIn,HR Manager
HR Executive(Compensation & Benefits),LMKR,"Islāmābād, Pakistan",N/A,LinkedIn,HR Manager
Manager HCM & OD,Sukuk Technologies,"Lahore, Punjab, Pakistan",N/A,LinkedIn,HR Manager
HR Lead,Bureau Veritas North America,"Islamabad, Islāmābād, Pakistan",N/A,LinkedIn,HR Manager
People Operations Lead - PK,Mous,"Lahore, Punjab, Pakistan",N/A,LinkedIn,HR Manager
Senior Manager People and Culture,Oxiliry,"Hyderabad, Sindh, Pakistan",N/A,LinkedIn,HR Manager
HR Manager,Vision Technologies Corporation (Pvt) Ltd.,"Sialkot, Punjab, Pakistan",N/A,LinkedIn,HR Manager
HR Manager,vFairs,"Lahore, Punjab, Pakistan",N/A,LinkedIn,HR Manager
